"","Ensembl.Gene.ID","GeneSymbol","Initially.Assigned.Module.Color","consensus.kMEblack","consensus.kMEblue","consensus.kMEbrown","consensus.kMEcyan","consensus.kMEgreen","consensus.kMEgreenyellow","consensus.kMEmagenta","consensus.kMEmidnightblue","consensus.kMEpink","consensus.kMEpurple","consensus.kMEred","consensus.kMEsalmon","consensus.kMEtan","consensus.kMEturquoise","consensus.kMEyellow"
"ENSG00000126106","ENSG00000126106","TMEM53","grey",0,0,0.00216018500723126,-0.186092031136539,0.149042507175878,-0.153564155766405,0,0,0.0619044420269949,-0.112429360355125,0,-0.150743557554993,0.117627457300122,0,0
"ENSG00000126107","ENSG00000126107","HECTD3","tan",0,0,0,0,0,0,0.443687048709684,0,0.219908359201848,0,-0.0185133960187028,0,0.643123252004927,0,0
"ENSG00000126215","ENSG00000126215","XRCC3","yellow",-0.352225326195784,0,-0.232406435039717,0.256763217865493,0.243432903014195,0.0957280362112379,0.0675917627191075,-0.528994066089907,0,0.180091803152071,-0.261396494460371,0.262031657056808,0,0,0.726301237078516
"ENSG00000126216","ENSG00000126216","TUBGCP3","brown",0.115241448879943,0.176956424804994,0.549642260741552,0,-0.272106895484511,-0.233639826935001,0,0.35411025084203,0,-0.193414929974236,0,-0.264674890788109,0,0,-0.339900258496885
"ENSG00000126217","ENSG00000126217","MCF2L","grey",0.0186681520776923,0,0,0.0225639906406939,0,0,0,0,0,0,0,0,0,-0.115560675797954,0
"ENSG00000126218","ENSG00000126218","F10","grey",-0.386080916503872,0,-0.42786815436562,0.329990148706112,0.366424250994475,0.201886142340766,0,-0.478475024654426,0,0.404547294509245,-0.270279847806953,0.423405511277158,0,0,0.415090182278464
"ENSG00000126226","ENSG00000126226","PCID2","magenta",0,0.188429920472198,0,0.284759983644223,0,0,0.591836968048231,0,0,0,-0.333872975760869,0,0.336851206253191,0,0
"ENSG00000126243","ENSG00000126243","LRFN3","pink",0.25625492787362,-0.376382333162985,-0.227324972122362,-0.230363280526121,0.298257001851542,-0.27491685469863,0,0,0.65229596773339,-0.28377588421214,0.270309548729074,-0.292073758809178,0.23182487626241,-0.133270635877551,0
"ENSG00000126246","ENSG00000126246","IGFLR1","greenyellow",-0.339485774273823,0.0774944544279986,-0.0398604223860484,0.232794809946491,0.000700095553758764,0.513470401593642,0.0308171363530525,-0.281986050296184,-0.280728595532868,0.338031925149566,-0.246293727837433,0.520016088838975,0,0.154523984947584,0.274407917480319
"ENSG00000126247","ENSG00000126247","CAPNS1","pink",0.535276752771811,-0.470092030989642,-0.00406724367559637,-0.337617777034175,0.186277901676136,-0.177314512977588,-0.0727914698560179,0.180990634468214,0.70370639370516,-0.410832821831222,0.374030749360257,-0.348773736722824,0.120228058585625,-0.0570692538102693,-0.051336633446609
"ENSG00000126249","ENSG00000126249","PDCD2L","grey",0.301814644464728,-0.134465121876829,0.12402928748121,-0.35268075219856,-0.110105407950148,-0.170580476801043,-0.1174072190393,0.412977980454419,0.21394371329672,-0.565707726759075,0.303675607959248,-0.357787236765,0,-0.310662248080913,-0.0744303633732189
"ENSG00000126254","ENSG00000126254","RBM42","grey",-0.104534336226298,-0.0901686368026369,-0.193094749459738,0,0.412127163793837,0,0.115078257483486,-0.297753820232533,0.136473197526155,0,-0.112366771476481,0,0.253755693897157,0.0828846906424792,0.131358430068258
"ENSG00000126259","ENSG00000126259","KIRREL2","grey",0,-0.228501273368725,0,-0.158864208240945,-0.0633266803277678,0,-0.320068709864682,0,0,-0.0144764514645706,0.141999428646483,0,-0.168970244955761,-0.103532577036626,0
"ENSG00000126261","ENSG00000126261","UBA2","brown",0,0,0.0949747973720489,0,0,-0.160036033902294,0,0.206190833613075,0,-0.153593143478997,0,-0.148041575605012,0,-0.0668305416014747,-0.196081923035005
"ENSG00000126262","ENSG00000126262","FFAR2","yellow",-0.364471519141285,0,-0.0361675094283126,0.207378803877892,0,0.371738238958736,0,-0.266815576834065,-0.00181156531175178,0.241856483594972,-0.24099251518439,0.456962133144483,0,0.00911691896012959,0.46561241566727
"ENSG00000126266","ENSG00000126266","FFAR1","turquoise",-0.163163492715678,0,0,-0.00578063650537269,0.0529457602512345,0,0,-0.180540031571938,-0.0541161817752909,0,-0.0734934955917026,0,0,0.0610187317732567,0.186247656872049
"ENSG00000126267","ENSG00000126267","COX6B1","grey",0.487819232556254,-0.536685885852289,0,-0.539298009133921,0,0,-0.376103968338202,0.0196962840647956,0.283051830046011,-0.131371861321963,0.580352921432303,-0.220177528890219,0,0,-0.211881535297961
"ENSG00000126351","ENSG00000126351","THRA","green",0,0,0,0,0.0527005014806257,-0.123603064725763,0.134064631658239,0,0.272283573717994,0,0,0,0.34438011262001,-0.190306439284614,0
"ENSG00000126353","ENSG00000126353","CCR7","yellow",-0.354582024048729,0,0,0.0862241674900988,0,0.0967890001326632,0,-0.183615782592826,0,0.13178332908894,-0.238535679864668,0.239667441412796,0,0.0190350740171905,0.403219527571032
"ENSG00000126391","ENSG00000126391","FRMD8","turquoise",-0.461157682335477,0.194815664295415,0,0.320613873704037,0.0878377564591771,0.286937937766724,0.327137779784522,-0.435475202105212,-0.173458282159081,0.217126391407766,-0.463703824681574,0.416054386368836,0.0921505237333275,0.336516038588731,0.312562335073873
"ENSG00000126432","ENSG00000126432","PRDX5","grey",0.111995255376701,-0.335132753355208,0,-0.183907681527844,0,0,-0.403411922920375,0,0,0,0.201854144461994,0,-0.154853618763706,0,0
"ENSG00000126456","ENSG00000126456","IRF3","yellow",-0.202793008157534,0,-0.474230107857761,0.0722075147833642,0.610649401627891,0.0800862626827601,0.0541321426151554,-0.495731297042538,0.0320202906179453,0.122738246964525,-0.151786520725101,0.217739209004561,0,0,0.412559490056324
"ENSG00000126458","ENSG00000126458","RRAS","green",-0.328981290176404,0,-0.433871137721224,0.14684222748568,0.496470322545523,0.330918213943517,0,-0.598799565056423,0,0.523203487073301,-0.135937048872187,0.516695091475207,0,0.0415115287603969,0.525169068276174
"ENSG00000126460","ENSG00000126460","PRRG2","yellow",-0.338275454573786,0,-0.342983787479421,0.2098695320977,0.238520988695325,0,0.0257228473783505,-0.465475357609691,0,0.209846438893113,-0.29480784269891,0.227692045584049,0,0,0.566282217669755
"ENSG00000126461","ENSG00000126461","SCAF1","pink",0,-0.310840084265665,-0.426534824499958,0,0.497491036713294,0,0,-0.0732055083018031,0.501115583181126,0,0,0,0.185308261646485,0,0
"ENSG00000126500","ENSG00000126500","FLRT1","grey",0.186990008326451,-0.089707984032917,0,-0.375583159155612,0,-0.265600227349976,-0.0744123674459434,0.0187238320931005,0.298675868092689,-0.256394342733838,0.29075793821451,-0.364413630820418,0.100552961767817,0,-0.0590861606384135
"ENSG00000126522","ENSG00000126522","ASL","grey",0.171320415997784,-0.250099428917869,0,-0.0483249953423308,0,0,-0.192864098047538,0.00499870828724328,0.113395333144752,-0.069587211564974,0.0327082218046373,-0.0876507326359913,-0.0804989431546639,0,-0.120314948977605
"ENSG00000126561","ENSG00000126561","STAT5A","grey",-0.165465615236362,0.362516548710473,0,0.652740338376509,0,0.20372341867878,0.410023184074785,-0.208153659974371,-0.202733277544707,0.290479319400038,-0.626564321814476,0.254529669456819,0.0675225074401634,0.350336626521368,0
"ENSG00000126562","ENSG00000126562","WNK4","grey",-0.352105458670769,0,-0.134325418219273,0.234093188262417,0.154717523813746,0.24623225859505,0.00844398071939514,-0.352184816949524,-0.0881744823899262,0.315094651016052,-0.227976950083696,0.354205252312091,0,0,0.381469212700593
"ENSG00000126581","ENSG00000126581","BECN1","grey",0.388527769509319,-0.259017228912998,0,-0.416106725110267,0,0,-0.531854893824568,0.171624755908293,0,0,0.463311048983093,-0.0556366682913105,-0.337872958155063,0,-0.255684626589899
"ENSG00000126583","ENSG00000126583","PRKCG","pink",0.445994029261256,-0.621605097147495,-0.276689321536048,-0.150797853569024,0.216232821762506,-0.0749400171749149,-0.14598475167892,0,0.67814748573462,-0.0290561437784826,0.315933297356762,-0.151641528739684,0,-0.0237808278151403,0
"ENSG00000126602","ENSG00000126602","TRAP1","grey",0.365029079840886,-0.351066581801671,0,-0.393578186784204,0,-0.306090979393774,-0.173376939422451,0.215795363751397,0.41044333099216,-0.372033815497512,0.351529592553123,-0.380342906921669,0,-0.180258358164483,0
"ENSG00000126603","ENSG00000126603","GLIS2","cyan",-0.505142127066868,0.122664501240169,-0.167993272434719,0.524965144183373,0.00858302961119045,0.114708271275289,0.383836699386779,-0.366720862477775,0,0.0861658102001563,-0.565804520168528,0.296351357867216,0.0651320324529125,0,0.506624253809937
"ENSG00000126698","ENSG00000126698","DNAJC8","brown",0.42157691769408,0,0.0296373921662998,-0.212217417479436,0,-0.244510594673341,0,0.374521590316332,0,-0.376145367242124,0.187793665279659,-0.461609987515849,0,-0.087756599369249,-0.397783505704384
"ENSG00000126705","ENSG00000126705","AHDC1","tan",-0.0757854274455343,0,0,0.360967825603955,0,0,0.48573187994409,-0.0126839930362161,0.0706364789859723,0,-0.240867918680417,0,0.418908688412059,-0.220148270878939,0
"ENSG00000126733","ENSG00000126733","DACH2","grey",0.221301696823066,-0.441720306183631,0,-0.48260276176028,0,0,-0.539705482615799,0.0302354039645046,0.0716696320045629,-0.0446477315287974,0.519106160446538,0,-0.298371271984907,-0.0228538514408506,0
"ENSG00000126746","ENSG00000126746","ZNF384","magenta",-0.0771438823934809,0.549633121922164,0,0.313966153354136,0,0,0.563798249811982,0,0,0,-0.348180879467701,0,0.146099083579193,0,0
"ENSG00000126756","ENSG00000126756","UXT","magenta",-0.0357184026483741,0.156050162176829,0,0.144657621071281,0.137613677573886,0,0.480222086423351,0,0.032217420756318,0,-0.276486310954051,0,0.6431898826483,0,0.0104723669692075
"ENSG00000126759","ENSG00000126759","CFP","yellow",-0.183349917852411,-0.18220043642912,-0.527338515136472,0,0.380088879086608,0.10176784159595,0,-0.484843200425822,0,0.0771008588897158,-0.00939492685222186,0.0979353845594162,0,0,0.347426510422852
"ENSG00000126768","ENSG00000126768","TIMM17B","grey",0,-0.120346833773572,0,0,0.086380888874946,-0.0768097742659491,0,0,0.406918408827306,-0.140978315826028,0,-0.0355820012574027,0.353477457797959,-0.302139657007635,0
"ENSG00000126773","ENSG00000126773","PCNX4","brown",-0.0565608445238406,0.414849438933352,0.487855901605114,0.0902595514330726,-0.380340236045523,0,0,0.176973031169614,-0.38978673318915,0,-0.0682507388892333,0,0,0,-0.0312290396355892
"ENSG00000126775","ENSG00000126775","ATG14","grey",0.0657524123001191,0,0.279317907906543,0,-0.0015362889146682,-0.394817817008441,0,0.127384567664954,0,-0.296669787926451,0,-0.450228338399115,0,0,-0.183283637286143
"ENSG00000126777","ENSG00000126777","KTN1","turquoise",-0.596800682334742,0.374580564475105,0,0.365794535656482,-0.0163270348519839,0.293588330148055,0.1140903911695,-0.282911600696686,-0.536350345184826,0.503767906559916,-0.437291222735064,0.49603761421074,-0.0307723680240794,0.379444359809695,0.0982982968946015
"ENSG00000126778","ENSG00000126778","SIX1","grey",-0.408133322112742,0.0373601030754981,-0.127190149731524,0.297073389679216,0,0.383164532003938,0.0185718506951617,-0.299027874463397,-0.0939900882992021,0.270138422155319,-0.280766545904819,0.498142017251087,0,0,0.431040986824256
"ENSG00000126785","ENSG00000126785","RHOJ","purple",-0.486226249590691,0.0382992328600795,-0.298314127388126,0.379745733126136,0.238393185197802,0.289306743019919,0.16188573843313,-0.494220670377281,-0.148266790121412,0.605237468936126,-0.305081643524517,0.511742628082811,0,0.0360603627003265,0.214924626005152
"ENSG00000126790","ENSG00000126790","L3HYPDH","grey",-0.00803465192383234,0.17359423960398,0.222236661150189,0.0176272553981831,-0.16398359932098,0,0,0.0605424347659833,-0.176437107163122,0,-0.123983214973472,0,0,0.0392001104293179,0
"ENSG00000126803","ENSG00000126803","HSPA2","turquoise",-0.0951440171027926,0,0,0,0,0.0871510844719789,0,-0.208653147897863,0,0.255685220344486,-0.0142203693373834,0.195373348614269,0,0.929016645818577,0
"ENSG00000126804","ENSG00000126804","ZBTB1","turquoise",-0.42895850319186,0.273107530877302,0,0.153506252262752,0,0.247540306936472,0.0700750038463522,-0.288068205186044,-0.32106268014578,0.436542017745969,-0.156873451074588,0.45065931222284,0,0.20369600298597,0.197384642722504
"ENSG00000126814","ENSG00000126814","TRMT5","grey",0.115672721857767,0,0.295337264975577,-0.0936237881506668,-0.206187179917925,0,-0.13421423430991,0.316540874058789,0,-0.0526616850622048,0.134020692860861,-0.125974430484368,0,0,-0.224473189051517
"ENSG00000126821","ENSG00000126821","SGPP1","grey",0.292222031263531,0.0231086880897872,0.367483546677547,-0.16099945683825,-0.278693760585899,0,-0.264122564506424,0.367172565925211,-0.0138508606680404,-0.13123018994013,0.180896909851851,-0.140238453522326,-0.110883172158948,0.00294537898627327,-0.233808191919807
"ENSG00000126838","ENSG00000126838","PZP","grey",-0.121733148680017,0,0,0,0,0,0,-0.038032143167628,-0.177626855728341,0.0370732751101462,-0.0933755684940632,0.0175440337454058,-0.121865484033106,0.0117988318842162,0.0961003829089117
"ENSG00000126860","ENSG00000126860","EVI2A","turquoise",0,0,0,-0.0159410364190864,0,0,0,-0.0147376090986469,0,0.019311190804085,0,0,0,0.825458107160181,0
"ENSG00000126870","ENSG00000126870","WDR60","grey",0,-0.107481117488366,0,0,0,-0.00492121630434549,0,0,-0.0126139848536494,0,0,0,0,0,0
"ENSG00000126878","ENSG00000126878","AIF1L","turquoise",-0.231349093582043,0,0,0,0.220875829319935,0.125645827734242,0,-0.384333693155652,0,0.207403163827992,-0.108950241890318,0.209250792117473,0,0.639483690562731,0.180713046963273
"ENSG00000126882","ENSG00000126882","FAM78A","green",0,-0.244928642306486,-0.604276317831158,0,0.489631978060043,0.231262674194974,0,-0.384403918074402,0.298847588891693,0.0822438565638058,0,0.18840715035639,0,0,0.215522374315612
"ENSG00000126883","ENSG00000126883","NUP214","blue",0,0.392785848410478,0.0792635169462968,0.184914129814879,0,0,0.395133357636061,0,0,0,-0.311413314842934,0,0.257620860662365,0.0041409505431417,0
"ENSG00000126903","ENSG00000126903","SLC10A3","yellow",-0.295027793800481,0,0,0.236768769352713,0,0.175930833171478,0.227990161958805,-0.18726283580904,0,0.0539767388112982,-0.343192995708663,0.270640968742537,0.180831855141488,0,0.388045172116489
"ENSG00000126950","ENSG00000126950","TMEM35A","grey",0.508065620987811,0,0.116014599676767,-0.308273600101408,-0.269173534630729,-0.454773211669092,-0.0231130408132084,0.660909716732391,0.104035527115842,-0.635029528707329,0.329958664591848,-0.605918625138604,0,-0.482628015488939,-0.476995420504995
"ENSG00000126953","ENSG00000126953","TIMM8A","grey",0.143569303521258,-0.402789745566795,0,-0.258594826139062,0,0,-0.433917736846464,0.0464097006884525,0.0587142206664142,0,0.341994980916161,0,-0.394795242396617,0,0
"ENSG00000126970","ENSG00000126970","ZC4H2","grey",0.451810331844461,0,0,-0.302614718127812,0,-0.520870297720287,0,0.36207240594682,0.298126046815448,-0.652538730362848,0.247140220109795,-0.676553895013394,0,-0.384310779453718,-0.393855832716167
"ENSG00000127022","ENSG00000127022","CANX","grey",0,0.106821659035412,0.152953315034159,0,-0.216949651616588,0.170649966629006,-0.354976726228311,0.0140641773731773,-0.428542105109634,0.154279575885026,0,0.0643492146162813,-0.498255827149538,0.232069655653285,0
"ENSG00000127080","ENSG00000127080","IPPK","grey",0.180348459424441,0,0,0,0,-0.151463669966651,0.0821654992513924,0.076791403508804,0.0595069829002122,-0.111111862806627,0,-0.142341543963557,0.0648331452308555,-0.102033419178838,-0.246338848895074
"ENSG00000127083","ENSG00000127083","OMD","grey",-0.269845986793338,0,-0.121881094522039,0.220583109315277,0.118917053025131,0.281875156892964,0,-0.324551764782276,-0.0160864144518914,0.412073489872459,-0.181452454960704,0.372195434866599,0,0.0242035437719153,0.307456366091147
"ENSG00000127084","ENSG00000127084","FGD3","greenyellow",-0.37821484033519,0.177829824746104,-0.00750785112212628,0.0182196388785251,0,0.308334466540293,0.0449862881820981,-0.102126722437434,-0.0978700631549747,0.00966005172631093,-0.0273907944241024,0.238600372301289,0,0,0.224105986514245
"ENSG00000127124","ENSG00000127124","HIVEP3","grey",0,0,0,0,0,0,0.139735268387886,0,0.164136735129283,-0.0370699954805392,0,0,0.137139477593144,-0.169955446987748,0
"ENSG00000127125","ENSG00000127125","PPCS","grey",0.290587987298254,-0.372631767314674,0,-0.333271452266539,0,0,-0.565272207731326,0.196551735051273,0.000373184137641633,-0.0140185868078065,0.420241675152122,-0.104648930657089,-0.364893862501346,0,-0.208849760667103
"ENSG00000127152","ENSG00000127152","BCL11B","grey",0.236514636578222,-0.0391149629854109,0,-0.613654594530424,-0.0987853652786537,-0.283805516431627,-0.180961993247123,0.369257206622143,0.0053659140320125,-0.489762392264102,0.523970728588882,-0.413759680281127,0,-0.282598418489526,-0.244935705771976
"ENSG00000127191","ENSG00000127191","TRAF2","magenta",-0.0740281220399221,0.168805191783301,-0.0167445439057978,0.121468923122101,0,0,0.478029668051007,-0.0893237773696165,0,0,-0.252726412345509,0,0.208259457197428,0,0.0186037461726009
"ENSG00000127220","ENSG00000127220","ABHD8","pink",0.229191369714306,-0.498064997017241,-0.455032059232818,-0.0334171380482119,0.46844766685313,0,0,-0.0143591072476265,0.642617143630004,0,0.224043068422074,0,0,0,0
"ENSG00000127241","ENSG00000127241","MASP1","grey",-0.420733440273057,0.105472348737008,0,0.203764506916296,0,0.339741531253741,0,-0.180605798295291,-0.223333832071763,0.390118821266034,-0.177477976218068,0.429376172721776,0,0.0288142690482116,0.277916889172155
"ENSG00000127249","ENSG00000127249","ATP13A4","grey",-0.0768336376933949,0,0,0,0,0.037444884179195,-0.102436306923499,0,-0.204625311704837,0.482446271061262,0,0.132085380148449,-0.38502357108387,0.104714245791275,0
"ENSG00000127252","ENSG00000127252","HRASLS","red",0.373709938241212,-0.514726163422749,0,-0.562288735046924,0,-0.0389577132267969,-0.519710848968865,0.179653391619623,0.320999193412591,-0.0795112379070278,0.640497793031127,-0.208068653165954,-0.204985761409327,-0.0581701001086108,-0.173586434976357
"ENSG00000127311","ENSG00000127311","HELB","grey",-0.352138566136528,0.255607215547291,0.0110046153639123,0,-0.0584118407084602,0.257343591528984,0,-0.0591441710161011,-0.374084010844114,0.143496175217192,-0.0183571489253787,0.307704551592583,0,0,0.0429133320421974
"ENSG00000127314","ENSG00000127314","RAP1B","grey",-0.403442412129057,0.271919873646337,0,0.294356891999934,-0.0434239115989042,0.291627568355148,0.0520262773826582,-0.0873689518454822,-0.421234415581001,0.263628604523656,-0.317084917541926,0.335271274353357,-0.163149915971169,0.170952059580341,0
"ENSG00000127324","ENSG00000127324","TSPAN8","turquoise",-0.173214462467699,0,0,0,0,0,0,-0.0583414920842112,-0.0863885255312366,0.0330365369518203,-0.107678055623722,0.0337156034251365,0,0.568290741313398,0.0135599053993206
"ENSG00000127325","ENSG00000127325","BEST3","grey",-0.334016524969946,0.15164207011555,-0.0203668228741217,0.399439429769014,0.032754936046111,0.417211294746723,0.116864022761592,-0.372300318924687,-0.321802199922625,0.402277611832489,-0.434515838825485,0.499969830636127,0,0.344966456560368,0.228796633320285
"ENSG00000127328","ENSG00000127328","RAB3IP","brown",0,0.146882785659418,0.397753805832318,0,-0.145879247554148,-0.0539510717807749,0,0.0221694184912136,-0.216582531353728,0,0,-0.026297293355959,0,0,0
"ENSG00000127329","ENSG00000127329","PTPRB","grey",-0.372065224622391,0,-0.05668510069333,0.288758311361248,0,0.230333029982721,0,-0.325555091932151,-0.325795869286865,0.480222366147935,-0.267055008065804,0.437258194179362,-0.148477683219887,0.101606592827366,0.30031929655012
"ENSG00000127334","ENSG00000127334","DYRK2","brown",0.133469780775737,0.17573788226545,0.498185628936513,-0.105764011227244,-0.522395070986312,0,-0.0203936606449261,0.475540241086594,0,-0.100111971174739,0.17403820893073,-0.0958426443511453,0,0,-0.313878033636018
"ENSG00000127337","ENSG00000127337","YEATS4","midnightblue",0.439609918140407,0,0.56822661629638,-0.0937551756798365,-0.350976990256938,-0.193607082513135,-0.13824764220302,0.675020237930701,0.0432765912315641,-0.394013292339072,0.122540144659873,-0.425852784770803,0,-0.122754563610963,-0.433726401384949
"ENSG00000127362","ENSG00000127362","TAS2R3","grey",0,0,0.0307146700725339,0,-0.0433271107862259,-0.0816761901251648,0,0,0,0,0,-0.0110038367685527,0,-0.0640070989043532,0.0385780250319614
"ENSG00000127364","ENSG00000127364","TAS2R4","grey",0,0,0,0,0,-0.129611819440488,0.173485597385395,0,0,0,0,-0.0588031575487464,0.0440963931788826,-0.153069768703212,0
"ENSG00000127366","ENSG00000127366","TAS2R5","grey",-0.0886685697536711,0.240071911470509,0.0591368203159524,0.0880576311549521,-0.0531729955517973,0,0.139686052583525,0,-0.193967997550772,0,-0.13548153500464,0,0,0.00908767424175734,0
"ENSG00000127377","ENSG00000127377","CRYGN","grey",-0.180171965198433,-0.160676068403045,-0.375983117554235,0.0905637930489626,0.170326800543796,0.121046174284914,0,-0.262156007514657,0,0.224317440517673,-0.0869096370735575,0.219013803057775,0,0,0.276584425403179
"ENSG00000127399","ENSG00000127399","LRRC61","green",0,0,0,0,0,-0.00925452008600937,0.123178065365322,0,0.144707089814371,-0.0150299478733514,0.0564082324095755,0,0.18109167181441,-0.35800610619614,0.00741659271371355
"ENSG00000127415","ENSG00000127415","IDUA","grey",-0.12103758586782,0,-0.168445824612564,0.199684195407629,0.231044847278348,0,0.341979664890554,-0.258276496368384,0,0,-0.276961854981433,0,0.274365037612946,0,0.0587834774807795
"ENSG00000127418","ENSG00000127418","FGFRL1","purple",-0.463536404297749,0,-0.32437196386085,0.270295578779777,0.273579343291022,0.489583192382596,0,-0.617151772646118,0,0.708392524038259,-0.219755112487722,0.645684843604357,0,0.20655410210738,0.43634038832288
"ENSG00000127419","ENSG00000127419","TMEM175","grey",0.0630687811657198,-0.235041454683217,-0.0125396572909895,-0.0665668453286148,0.194771946868053,-0.303656240629465,0.0315338127668865,0,0.327939668143516,-0.215075827837725,0.0408714421149218,-0.308302017206046,0.181837039624022,0,0
"ENSG00000127423","ENSG00000127423","AUNIP","grey",0.20846441386451,-0.537860918516291,-0.0916670711834201,-0.367403923875079,0,-0.0322490462142936,-0.375098350432908,0,0.244322676676612,-0.169107259507697,0.354536964343794,-0.0956432587924881,-0.0519409447952716,-0.0935842230415878,0
"ENSG00000127445","ENSG00000127445","PIN1","grey",0.695802736728165,-0.715291642693848,-0.0593476045387936,-0.595690166784929,0.0798735692655256,-0.0691092151386557,-0.539204422098096,0.219008030224315,0.64763210268949,-0.18589831164147,0.709726463407337,-0.317806347127514,0,-0.0464992998232255,-0.1418273334636
"ENSG00000127452","ENSG00000127452","FBXL12","grey",0,0,0,0,0,-0.111996489116004,0,0,0.0411914009724362,-0.137249217727467,0,-0.150510340117347,0.108833558063427,0,0
"ENSG00000127463","ENSG00000127463","EMC1","grey",0.67100968930991,-0.0975168141290268,0.0244789174959638,-0.347133787689816,0,-0.439813727679595,-0.00355299996957567,0.475563870113599,0.453351035404182,-0.624178126210261,0.357366101141757,-0.665248462215826,0,-0.373183792117936,-0.409737220444033
"ENSG00000127472","ENSG00000127472","PLA2G5","grey",-0.123881937678706,-0.0576949312238409,-0.31871007300067,0,0.31685143958611,0,0,-0.321471739253303,0.00567527707057409,0.325312850835277,0,0.117292937363062,0,0,0.234668921792257
"ENSG00000127481","ENSG00000127481","UBR4","brown",0,0.112543794723067,0.424798030778514,0,-0.449982165862407,0,0,0.116955579606651,-0.0681453280220603,0,0,0,0,0,-0.00518494757377067
"ENSG00000127483","ENSG00000127483","HP1BP3","blue",-0.137872541315074,0.678000322975584,0.302145892727775,0.238095116044039,-0.184972685822437,0,0.300689800768712,0,-0.312327773122745,0,-0.295056867777912,0,0,0,0
"ENSG00000127507","ENSG00000127507","ADGRE2","green",-0.0631433169551735,0,0,0.0299399831891695,0.04968390450631,0.0704793991195529,0,-0.269208913329283,0,0.124313412287839,-0.0521030825227879,0.182533809916761,0,0.0750717667422029,0.307879730709222
"ENSG00000127511","ENSG00000127511","SIN3B","pink",0.222279871219441,-0.0709902797996691,0,-0.0304047225981057,0,-0.108744068058645,0,0,0.551083984375727,-0.087240847805337,0.143930024672132,-0.121720904250778,0.103022518964657,-0.108539407160728,-0.0235305130622941
"ENSG00000127526","ENSG00000127526","SLC35E1","grey",0.246937687530104,0,0.0644069621853852,-0.106290248307003,-0.158895528852168,-0.139532217176947,0,0.384472583808837,0,-0.123122109193217,0.0695562114315038,-0.203646948494229,0,0,-0.531684194076027
"ENSG00000127527","ENSG00000127527","EPS15L1","tan",0.0935807653528584,0,0,0,0,-0.151940936068324,0.0614005614619333,0,0.401302654316995,-0.128316955333185,0,-0.0712967767708261,0.383882188828089,-0.328029547975644,0
"ENSG00000127530","ENSG00000127530","OR7C1","turquoise",-0.336089108926557,0.0645359929154042,-0.0968813390186677,0.140669836552938,0.132837467990869,0.247667813621895,0.0663574838379974,-0.363467278709892,-0.19942470142993,0.282084204702274,-0.188740921575269,0.405614473536577,0,0.280240824611932,0.304444978747778
"ENSG00000127533","ENSG00000127533","F2RL3","yellow",-0.390454935489589,0.0161877877390942,-0.111671642264972,0.222378596992701,0.0328746632901888,0.117799344623101,0.0294301992683529,-0.328858368746136,-0.19625728926323,0.242558113011956,-0.310106471631384,0.319982950465001,0,0.122196640340169,0.385208533023628
"ENSG00000127554","ENSG00000127554","GFER","magenta",-0.210268949407807,0,-0.135158746712541,0.109800468020544,0.312514212638303,0,0.448316420565599,-0.220932645158374,0.105545472155635,0,-0.302532127313018,0,0.470059560905738,0,0.0955402665837965
"ENSG00000127561","ENSG00000127561","SYNGR3","grey",0.689425980974486,-0.536511215375355,0,-0.681436931566737,0,-0.177161579057075,-0.355717804347503,0.336445851995543,0.693293945131206,-0.409635302571905,0.752064967215645,-0.452595380898915,0,-0.136467419915414,-0.249647896548744
"ENSG00000127564","ENSG00000127564","PKMYT1","turquoise",-0.191832702473008,0.0958812593920934,0,0,0.0733079936310983,0,0.0971195412434,-0.182074376838763,-0.0177507919158926,0,-0.230215553363983,0,0,0,0.0706169786529766
"ENSG00000127578","ENSG00000127578","WFIKKN1","grey",-0.20105914221456,0.235816359809807,-0.070183472531325,0.267037993705245,0.014991221277214,0.00673577163630621,0.384055630600959,-0.192416377203998,-0.022775237288476,0.0576955412873435,-0.32553117460156,0.121842090791419,0.151575313011664,0,0.251691871875456
"ENSG00000127585","ENSG00000127585","FBXL16","grey",0.329500573881129,-0.703616751604471,-0.202240015949503,-0.486958831823141,0.0544021602202144,0,-0.42839390909237,0,0.522089223189028,0,0.600651667275992,0,-0.0845062956094918,0,0
"ENSG00000127586","ENSG00000127586","CHTF18","grey",-0.0615930655825629,0,0,0,0,-0.0512843430351659,0.177693425396127,0,0,-0.122935647706604,-0.111488257859757,-0.0270031553729842,0.390602538503108,0,0
"ENSG00000127603","ENSG00000127603","MACF1","blue",-0.587491854881358,0.487620236759106,0,0.302841558834984,-0.0337503774365569,0.0052580361658838,0.254348186425903,-0.258475346375878,-0.492534387333756,0.325990910137793,-0.369303785685185,0.300322965689012,0,0.0808844923632124,0.0824560735699465
"ENSG00000127616","ENSG00000127616","SMARCA4","grey",0.320249998800019,0,0.237253677231375,-0.242447724450339,-0.269945217325119,-0.362977763179055,0,0.478809712484706,0.200988831870352,-0.584870943952585,0.225065633739425,-0.581591840353103,0,-0.412163751356958,-0.368980595130344
"ENSG00000127720","ENSG00000127720","METTL25","grey",-0.0869584214890015,0.256181712003083,0,0.276715715927452,0.0966096624331879,0,0.390026605528124,-0.104705536221504,-0.0455945650791957,0.0166791113878822,-0.42319143037941,0,0.2015510066518,0,0.102329251103831
